Family,Genus,C3,CAM,C3-CAM,C4-CAM,C4,C3-C4,Sources,Order,Subfamily,Tribe,Subtribe
Aizoaceae,Smicrostigma,,,,,,,,,,,
Asparagaceae,Smilacina,,,,,,,,,,,
Smilacaceae,Smilax,,,,,,,,,,,
Fabaceae,Smirnowia,,,,,,,,,,,
Zingiberaceae,Smithatris,,,,,,,,,,,
Fabaceae,Smithia,,,,,,,,,,,
Gesneriaceae,Smithiantha,,,,,,,,,,,
Gesneriaceae,Smithicodonia,,,,,,,,,,,
Orchidaceae,Smithorchis,,,,,,,,,,,
Orchidaceae,Smithsonia,,,,,,,,,,,
Orchidaceae,Smitinandia,,,,,,,,,,,
Anacardiaceae,Smodingium,,,,,,,,,,,
Apiaceae,Smyrniopsis,,,,,,,,,,,
Apiaceae,Smyrnium,,,,,,,,,,,
Rhamnaceae,Smythea,,,,,,,,,,,
Poaceae,Snowdenia,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Soaresia,,,,,,,,,,,
Orchidaceae,Sobennikoffia,,,,,,,,,,,
Brassicaceae,Sobolewskia,,,,,,,,,,,
Orchidaceae,Sobralia,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Asteraceae,Sobreyra,,,,,,,,,,,
Apocynaceae,Socotora,,,,,,,,,,,
Apocynaceae,Socotrella,,,,,,,,,,,
Lythraceae,Socotria,,,,,,,,,,,
Arecaceae,Socratea,,,,,,,,,,,
Loranthaceae,Socratina,,,,,,,,,,,
Poaceae,Soderstromia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Cactaceae,Soehrensia,,,,,,,,,,,
Poaceae,Soejatmia,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Fabaceae,Soemmeringia,,,,,,,,,,,
Caryophyllaceae,Sofianthe,,,,,,,,,,,
Asteraceae,Sogalgina,,,,,,,,,,,
Loranthaceae,Sogerianthe,,,,,,,,,,,
Rutaceae,Sohnreyia,,,,,,,,,,,
Poaceae,Sohnsia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Fabaceae,Soja,,,,,,,,,,,
Acanthaceae,Solaenacanthus,,,,,,,,,,,
Solanaceae,Solandra,,,,,,,,,,,
Asteraceae,Solanecio,,,,,,,,,,,
Solanaceae,Solanum,,,,,,,,,,,
Amaryllidaceae,Solaria,,,,,,,,,,,
Primulaceae,Soldanella,,,,,,,,,,,
Asteraceae,Soldevilla,,,,,,,,,,,
Violaceae,Solea,,,,,,,,,,,
Urticaceae,Soleirolia,,,,,,,,,,,
Rubiaceae,Solenandra,,,,,,,,,,,
Orchidaceae,Solenangis,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Boraginaceae,Solenanthus,,,,,,,,,,,
Orchidaceae,Solenidium,,,,,,,,,,,
Loranthaceae,Solenocalyx,,,,,,,,,,,
Anacardiaceae,Solenocarpus,,,,,,,,,,,
Orchidaceae,Solenocentrum,,,,,,,,,,,
Asteraceae,Solenogyne,,,,,,,,,,,
Iridaceae,Solenomelus,,,,,,,,,,,
Gesneriaceae,Solenophora,,,,,,,,,,,
Celastraceae,Solenospermum,,,,,,,,,,,
Apocynaceae,Solenostemma,,,,,,,,,,,
Lamiaceae,Solenostemon,,,,,,,,,,,
Acanthaceae,Solenostyles,,,,,,,,,,,
Asteraceae,Solenotheca,,,,,,,,,,,
Caprifoliaceae,Solenotinus,,,,,,,,,,,
Fabaceae,Solenotus,,,,,,,,,,,
Arecaceae,Solfia,,,,,,,,,,,
Asteraceae,Solidago,,,,,,,,,,,
Cactaceae,Solisia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Soliva,,,,,,,,,,,
Pittosporaceae,Sollya,,,,,,,,,,,
Brassicaceae,Solms-laubachia,,,,,,,,,,,
Thymelaeaceae,Solmsia,,,,,,,,,,,
Primulaceae,Solonia,,,,,,,,,,,
Asteraceae,Solstitiaria,,,,,,,,,,,
Melastomataceae,Soltmannia,,,,,,,,,,,
Fabaceae,Solulus,,,,,,,,,,,
Scrophulariaceae,Somalia,,,,,,,,,,,
Caryophyllaceae,Somerauera,,,,,,,,,,,
Rubiaceae,Sommera,,,,,,,,,,,
Asteraceae,Sommerfeltia,,,,,,,,,,,
Arecaceae,Sommieria,,,,,,,,,,,
Menispermaceae,Somphoxylon,,,,,,,,,,,
Asteraceae,Sonchella,,,,,,,,,,,
Asteraceae,Sonchoseris,,,,,,,,,,,
Asteraceae,Sonchus,,,,,,,,,,,
Asteraceae,Sonchustenia,,,,,,,,,,,
Rhamnaceae,Sondaria,,,,,,,,,,,
Apiaceae,Sonderina,,,,,,,,,,,
Penaeaceae,Sonderothamnus,,,,,,,,,,,
Asteraceae,Sondottia,,,,,,,,,,,
Melastomataceae,Sonerila,,,,,,,,,,,
Lythraceae,Sonneratia,,,,,,,,,,,
Burseraceae,Sonzaya,,,,,,,,,,,
Acanthaceae,Sooia,,,,,,,,,,,
Fabaceae,Sooja,,,,,,,,,,,
Brassicaceae,Sophia,,,,,,,,,,,
Brassicaceae,Sophiopsis,,,,,,,,,,,
Fabaceae,Sophora,,,,,,,,,,,
Plantaginaceae,Sophronanthe,,,,,,,,,,,
Orchidaceae,Sophronitis,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Orobanchaceae,Sopubia,,,,,,,,,,,
Proteaceae,Soranthe,,,,,,,,,,,
Apiaceae,Soranthus,,,,,,,,,,,
Rosaceae,Sorbaria,,,,,,,,,,,
Rosaceae,Sorbaronia,,,,,,,,,,,
Rosaceae,Sorbopyrus,,,,,,,,,,,
Rosaceae,Sorbus,,,,,,,,,,,
Solanaceae,Sorema,,,,,,,,,,,
Poaceae,Sorghastrum,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992); Photos provided by R.P. Ellis,,,,
Poaceae,Sorghum,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Triuridaceae,Soridium,,,,,,,,,,,
Anacardiaceae,Sorindeia,,,,,,,,,,,
Anacardiaceae,Sorindeiopsis,,,,,,,,,,,
Moraceae,Sorocea,,,,,,,,,,,
Proteaceae,Sorocephalus,,,,,,,,,,,
Asteraceae,Soroseris,,,,,,,,,,,
Restionaceae,Soroveta,,,,,,,,,,,
Orchidaceae,Soterosanthus,,,,,,,,,,,
Orchidaceae,Sotoa,,,,,,,,,,,
Simaroubaceae,Soulamea,,,,,,,,,,,
Rhamnaceae,Soulangia,,,,,,,,,,,
Marcgraviaceae,Souroubea,,,,,,,,,,,
Iridaceae,Souza,,,,,,,,,,,
Asparagaceae,Sowerbaea,,,,,,,,,,,
Peridiscaceae,Soyauxia,,,,,,,,,,,
Asteraceae,Soyeria,,,,,,,,,,,
Meliaceae,Soymida,,,,,,,,,,,
Malpighiaceae,Spachea,,,,,,,,,,,
Asteraceae,Spadactis,,,,,,,,,,,
Asteraceae,Spadonia,,,,,,,,,,,
Fabaceae,Spadostyles,,,,,,,,,,,
Fabaceae,Spaendoncea,,,,,,,,,,,
Rubiaceae,Spallanzania,,,,,,,,,,,
Apiaceae,Spananthe,,,,,,,,,,,
Asteraceae,Spaniopappus,,,,,,,,,,,
Caryophyllaceae,Spanizium,,,,,,,,,,,
Sapindaceae,Spanoghea,,,,,,,,,,,
Asteraceae,Spanotrichum,,,,,,,,,,,
Hernandiaceae,Sparattanthelium,,,,,,,,,,,
Bignoniaceae,Sparattosperma,,,,,,,,,,,
Moraceae,Sparattosyce,,,,,,,,,,,
Iridaceae,Sparaxis,,,,,,,,,,,
Typhaceae,Sparganium,,,,,,,,,,,
Asteraceae,Sparganophorus,,,,,,,,,,,
Malvaceae,Sparmannia,,,,,,,,,,,
Malvaceae,Sparrmannia,,,,,,,,,,,
Fabaceae,Spartianthus,,,,,,,,,,,
Fabaceae,Spartidium,,,,,,,,,,,
Poaceae,Spartina,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Fabaceae,Spartium,,,,,,,,,,,
Poaceae,Spartochloa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Fabaceae,Spartocytisus,,,,,,,,,,,
Lamiaceae,Spartothamnella,,,,,,,,,,,
Lamiaceae,Spartothamnus,,,,,,,,,,,
Proteaceae,Spatalla,,,,,,,,,,,
Acanthaceae,Spathacanthus,,,,,,,,,,,
Melastomataceae,Spathandra,,,,,,,,,,,
Araceae,Spathantheum,,,,,,,,,,,
Rapateaceae,Spathanthus,,,,,,,,,,,
Rutaceae,Spathelia,,,,,,,,,,,
Poaceae,Spathia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Araceae,Spathicarpa,,,,,,,,,,,
Rubiaceae,Spathichlamys,,,,,,,,,,,
Fabaceae,Spathionema,,,,,,,,,,,
Euphorbiaceae,Spathiostemon,,,,,,,,,,,
Asteraceae,Spathipappus,,,,,,,,,,,
Araceae,Spathiphyllum,,,,,,,,,,,
Bignoniaceae,Spathodea,,,,,,,,,,,
Bignoniaceae,Spathodeopsis,,,,,,,,,,,
Orchidaceae,Spathoglottis,,,,,,,,,,,
Commelinaceae,Spatholirion,,,,,,,,,,,
Fabaceae,Spatholobus,,,,,,,,,,,
Saxifragaceae,Spatularia,,,,,,,,,,,
Fabaceae,Spatulima,,,,,,,,,,,
Orchidaceae,Specklinia,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Campanulaceae,Specularia,,,,,,,,,,,
Amaryllidaceae,Speea,,,,,,,,,,,
Cactaceae,Spegazzinia,,,,,,,,,,,
Euphorbiaceae,Spegazziniophytum,,,,,,,,,,,
Asparagaceae,Speirantha,,,,,,,,,,,
Gesneriaceae,Spelaeanthus,,,,,,,,,,,
Rosaceae,Spenceria,,,,,,,,,,,
Melastomataceae,Spennera,,,,,,,,,,,
Euphorbiaceae,Speranskia,,,,,,,,,,,
Caryophyllaceae,Spergella,,,,,,,,,,,
Caryophyllaceae,Spergula,,,,,,,,,,,
Caryophyllaceae,Spergularia,,,,,,,,,,,
Rubiaceae,Spermacoce,,,,,,,,,,,
Rubiaceae,Spermadictyon,,,,,,,,,,,
Polygonaceae,Spermaulaxen,,,,,,,,,,,
Apiaceae,Spermolepis,,,,,,,,,,,
Asparagaceae,Spetaea,,,,,,,,,,,
Acanthaceae,Sphacanthus,,,,,,,,,,,
Lamiaceae,Sphacele,,,,,,,,,,,
Asteraceae,Sphacophyllum,,,,,,,,,,,
Apiaceae,Sphaenolobium,,,,,,,,,,,
Cyclanthaceae,Sphaeradenia,,,,,,,,,,,
Malvaceae,Sphaeralcea,,,,,,,,,,,
Asteraceae,Sphaeranthus,,,,,,,,,,,
Myrtaceae,Sphaerantia,,,,,,,,,,,
Asteraceae,Sphaereupatorium,,,,,,,,,,,
Poaceae,Sphaerobambos,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Brassicaceae,Sphaerocardamum,,,,,,,,,,,
Santalaceae,Sphaerocarya,,,,,,,,,,,
Poaceae,Sphaerocaryum,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Apocynaceae,Sphaerocodon,,,,,,,,,,,
Caryophyllaceae,Sphaerocoma,,,,,,,,,,,
Annonaceae,Sphaerocoryne,,,,,,,,,,,
Cyperaceae,Sphaerocyperus,0.0,0.0,0.0,0.0,1.0,0.0,Sage (2016); Bruhl and Wilson (2007); Larridon et al (2013),,,,
Fabaceae,Sphaerolobium,,,,,,,,,,,
Malvaceae,Sphaeroma,,,,,,,,,,,
Asteraceae,Sphaeromeria,,,,,,,,,,,
Asteraceae,Sphaeromorphaea,,,,,,,,,,,
Fabaceae,Sphaerophysa,,,,,,,,,,,
Gesneriaceae,Sphaerorrhiza,,,,,,,,,,,
Meliaceae,Sphaerosacme,,,,,,,,,,,
Apiaceae,Sphaerosciadium,,,,,,,,,,,
Cucurbitaceae,Sphaerosicyos,,,,,,,,,,,
Magnoliaceae,Sphaerostema,,,,,,,,,,,
Onagraceae,Sphaerostigma,,,,,,,,,,,
Euphorbiaceae,Sphaerostylis,,,,,,,,,,,
Podostemaceae,Sphaerothylax,,,,,,,,,,,
Asteraceae,Sphagneticola,,,,,,,,,,,
Apiaceae,Sphallerocarpus,,,,,,,,,,,
Aizoaceae,Sphalmanthus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Proteaceae,Sphalmium,,,,,,,,,,,
Melastomataceae,Sphanellolepis,,,,,,,,,,,
Melastomataceae,Sphanellopsis,,,,,,,,,,,
Malpighiaceae,Sphedamnocarpus,,,,,,,,,,,
Scrophulariaceae,Sphenandra,,,,,,,,,,,
Poaceae,Spheneria,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Menispermaceae,Sphenocentrum,,,,,,,,,,,
Sphenocleaceae,Sphenoclea,,,,,,,,,,,
Lamiaceae,Sphenodesme,,,,,,,,,,,
Asteraceae,Sphenogyne,,,,,,,,,,,
Poaceae,Sphenopholis,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Sphenopus,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Apiaceae,Sphenosciadium,,,,,,,,,,,
Paracryphiaceae,Sphenostemon,,,,,,,,,,,
Iridaceae,Sphenostigma,,,,,,,,,,,
Fabaceae,Sphenostylis,,,,,,,,,,,
Ericaceae,Sphenotoma,,,,,,,,,,,
Acanthaceae,Sphinctacanthus,,,,,,,,,,,
Rubiaceae,Sphinctanthus,,,,,,,,,,,
Fabaceae,Sphinctolobium,,,,,,,,,,,
Fabaceae,Sphinctospermum,,,,,,,,,,,
Fabaceae,Sphinga,,,,,,,,,,,
Bignoniaceae,Sphingiphila,,,,,,,,,,,
Fabaceae,Sphingium,,,,,,,,,,,
Apiaceae,Sphondylium,,,,,,,,,,,
Elatinaceae,Sphondylococca,,,,,,,,,,,
Euphorbiaceae,Sphyranthera,,,,,,,,,,,
Orchidaceae,Sphyrarhynchus,,,,,,,,,,,
Ericaceae,Sphyrospermum,,,,,,,,,,,
Orchidaceae,Spiculaea,,,,,,,,,,,
Fabaceae,Spiesia,,,,,,,,,,,
Loganiaceae,Spigelia,,,,,,,,,,,
Asteraceae,Spilacron,,,,,,,,,,,
Apocynaceae,Spiladocorys,,,,,,,,,,,
Asteraceae,Spilanthes,,,,,,,,,,,
Boraginaceae,Spilocarpus,,,,,,,,,,,
Orchidaceae,Spilotantha,,,,,,,,,,,
Hypoxidaceae,Spiloxene,,,,,,,,,,,
Amaranthaceae,Spinacia,,,,,,,,,,,
Poaceae,Spinifex,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Malvaceae,Spirabutilon,,,,,,,,,,,
Asteraceae,Spiracantha,,,,,,,,,,,
Rubiaceae,Spiradiclis,,,,,,,,,,,
Rosaceae,Spiraea,,,,,,,,,,,
Cunoniaceae,Spiraeanthemum,,,,,,,,,,,
Rosaceae,Spiraeanthus,,,,,,,,,,,
Cunoniaceae,Spiraeopsis,,,,,,,,,,,
Asteraceae,Spiralepis,,,,,,,,,,,
Orchidaceae,Spiranthes,0.0,0.0,1.0,0.0,0.0,,,Asparagales,,,
Apocynaceae,Spirella,,,,,,,,,,,
Fabaceae,Spirocarpus,,,,,,,,,,,
Araceae,Spirodela,,,,,,,,,,,
Santalaceae,Spirogardnera,,,,,,,,,,,
Fabaceae,Spiroloba,,,,,,,,,,,
Apocynaceae,Spirolobium,,,,,,,,,,,
Connaraceae,Spiropetalum,,,,,,,,,,,
Asteraceae,Spiropodium,,,,,,,,,,,
Brassicaceae,Spirorhynchus,,,,,,,,,,,
Asteraceae,Spiroseris,,,,,,,,,,,
Menispermaceae,Spirospermum,,,,,,,,,,,
Plantaginaceae,Spirostegia,,,,,,,,,,,
Acanthaceae,Spirostigma,,,,,,,,,,,
Loranthaceae,Spirostylis,,,,,,,,,,,
Bignoniaceae,Spirotecoma,,,,,,,,,,,
Malvaceae,Spirotheca,,,,,,,,,,,
Fabaceae,Spirotropis,,,,,,,,,,,
Asteraceae,Spitzelia,,,,,,,,,,,
Peraceae,Spixia,,,,,,,,,,,
Urticaceae,Splitgerbera,,,,,,,,,,,
Poaceae,Spodiopogon,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Phyllanthaceae,Spondianthus,,,,,,,,,,,
Anacardiaceae,Spondias,,,,,,,,,,,
Anacardiaceae,Spondiopsis,,,,,,,,,,,
Fabaceae,Spongiocarpella,,,,,,,,,,,
Orchidaceae,Spongiola,,,,,,,,,,,
Apocynaceae,Spongiosperma,,,,,,,,,,,
Ochnaceae,Spongopyrena,,,,,,,,,,,
Caprifoliaceae,Spongostemma,,,,,,,,,,,
Asteraceae,Spongotrichum,,,,,,,,,,,
Cannabaceae,Sponia,,,,,,,,,,,
Restionaceae,Sporadanthus,,,,,,,,,,,
Poaceae,Sporobolus,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Melastomataceae,Sporoxeia,,,,,,,,,,,
Portulacaceae,Spraguea,,,,,,,,,,,
Loranthaceae,Spragueanella,,,,,,,,,,,
Amaryllidaceae,Sprekelia,,,,,,,,,,,
Ericaceae,Sprengelia,,,,,,,,,,,
Asteraceae,Sprunira,,,,,,,,,,,
Asteraceae,Sprunnera,,,,,,,,,,,
Brassicaceae,Spryginia,,,,,,,,,,,
Apiaceae,Spuriodaucus,,,,,,,,,,,
Rhamnaceae,Spyridium,,,,,,,,,,,
Rubiaceae,Squamellaria,,,,,,,,,,,
Asteraceae,Squamopappus,,,,,,,,,,,
Bruniaceae,Staavia,,,,,,,,,,,
Restionaceae,Staberoha,,,,,,,,,,,
Acanthaceae,Stachyacanthus,,,,,,,,,,,
Picrodendraceae,Stachyandra,,,,,,,,,,,
Icacinaceae,Stachyanthus,,,,,,,,,,,
Rubiaceae,Stachyarrhena,,,,,,,,,,,
Asteraceae,Stachycephalum,,,,,,,,,,,
Salicaceae,Stachycrater,,,,,,,,,,,
Lamiaceae,Stachydeoma,,,,,,,,,,,
Rubiaceae,Stachyococcus,,,,,,,,,,,
Arecaceae,Stachyophorbe,,,,,,,,,,,
Lamiaceae,Stachyopsis,,,,,,,,,,,
Fabaceae,Stachyothyrsus,,,,,,,,,,,
Marantaceae,Stachyphrynium,,,,,,,,,,,
Lamiaceae,Stachys,,,,,,,,,,,
Picrodendraceae,Stachystemon,,,,,,,,,,,
Verbenaceae,Stachytarpheta,,,,,,,,,,,
Stachyuraceae,Stachyurus,,,,,,,,,,,
Celastraceae,Stackhousia,,,,,,,,,,,
Zingiberaceae,Stadiochilus,,,,,,,,,,,
Sapindaceae,Stadmania,,,,,,,,,,,
Sapindaceae,Stadmannia,,,,,,,,,,,
Asteraceae,Staebe,,,,,,,,,,,
Asteraceae,Staehelina,,,,,,,,,,,
Rubiaceae,Staelia,,,,,,,,,,,
Anacardiaceae,Stagmaria,,,,,,,,,,,
Fabaceae,Stahlia,,,,,,,,,,,
Zingiberaceae,Stahlianthus,,,,,,,,,,,
Clusiaceae,Stalagmitis,,,,,,,,,,,
Orchidaceae,Stalkya,,,,,,,,,,,
Asteraceae,Stammarium,,,,,,,,,,,
Rubiaceae,Standleya,,,,,,,,,,,
Asteraceae,Standleyanthus,,,,,,,,,,,
Asteraceae,Stanfieldia,,,,,,,,,,,
Commelinaceae,Stanfieldiella,,,,,,,,,,,
Caprifoliaceae,Stangea,,,,,,,,,,,
Orchidaceae,Stanhopea,,,,,,,,,,,
Brassicaceae,Stanleya,,,,,,,,,,,
Brassicaceae,Stanleyella,,,,,,,,,,,
Melastomataceae,Stanmarkia,,,,,,,,,,,
Apocynaceae,Stapelia,0.0,1.0,0.0,0.0,0.0,,,Gentianales,,,
Apocynaceae,Stapelianthus,,,,,,,,,,,
Apocynaceae,Stapeliopsis,,,,,,,,,,,
Poaceae,Stapfia,,,,,,,,,,,
Passifloraceae,Stapfiella,,,,,,,,,,,
Melastomataceae,Staphidiastrum,,,,,,,,,,,
Melastomataceae,Staphidium,,,,,,,,,,,
Ranunculaceae,Staphisagria,,,,,,,,,,,
Staphyleaceae,Staphylea,,,,,,,,,,,
Staphyleaceae,Staphylodendron,,,,,,,,,,,
Poaceae,Stapletonia,,,,,,,,,,,
Scrophulariaceae,Starbia,,,,,,,,,,,
Apocynaceae,Stathmostelma,,,,,,,,,,,
Plumbaginaceae,Statice,,,,,,,,,,,
Myristicaceae,Staudtia,,,,,,,,,,,
Santalaceae,Staufferia,,,,,,,,,,,
Lardizabalaceae,Stauntonia,,,,,,,,,,,
Fabaceae,Stauracanthus,,,,,,,,,,,
Gesneriaceae,Stauranthera,,,,,,,,,,,
Rutaceae,Stauranthus,,,,,,,,,,,
Orchidaceae,Staurochilus,,,,,,,,,,,
Asteraceae,Staurochlamys,,,,,,,,,,,
Acanthaceae,Staurogyne,,,,,,,,,,,
Acanthaceae,Staurogynopsis,,,,,,,,,,,
Scrophulariaceae,Staurophragma,,,,,,,,,,,
Orchidaceae,Stauropsis,,,,,,,,,,,
Xanthorrhoeaceae,Stawellia,,,,,,,,,,,
Aizoaceae,Stayneria,,,,,,,,,,,
Asteraceae,Stechmannia,,,,,,,,,,,
Boraginaceae,Steenhammera,,,,,,,,,,,
Rubiaceae,Steenisia,,,,,,,,,,,
Capparaceae,Stefaninia,,,,,,,,,,,
Apiaceae,Stefanoffia,,,,,,,,,,,
Piperaceae,Steffensia,,,,,,,,,,,
Apiaceae,Steganotaenia,,,,,,,,,,,
Monimiaceae,Steganthera,,,,,,,,,,,
Loranthaceae,Stegastrum,,,,,,,,,,,
Stegnospermataceae,Stegnosperma,,,,,,,,,,,
Rapateaceae,Stegolepis,,,,,,,,,,,
Asteraceae,Stegonotus,,,,,,,,,,,
Fabaceae,Steinbachiella,,,,,,,,,,,
Poaceae,Steinchisma,1.0,0.0,0.0,0.0,0.0,1.0,Osborne et al (2014); Morgan and Brown (1979); Morgan and Brown (1980); Renvoize (1987) Watson and Dallwitz (1992); Brown (1977); Zuloaga et al. (1998),,,,
Poaceae,Steirachne,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Asteraceae,Steiractinia,,,,,,,,,,,
Saxifragaceae,Steiranisia,,,,,,,,,,,
Amaranthaceae,Steiremis,,,,,,,,,,,
Dioscoreaceae,Steireya,,,,,,,,,,,
Asteraceae,Steirodiscus,,,,,,,,,,,
Asteraceae,Steiroglossa,,,,,,,,,,,
Primulaceae,Steironema,,,,,,,,,,,
Annonaceae,Stelechocarpus,,,,,,,,,,,
Cyclanthaceae,Stelestylis,,,,,,,,,,,
Orchidaceae,Stelis,,,,,,,,,,,
Fabaceae,Stella,,,,,,,,,,,
Caryophyllaceae,Stellaria,,,,,,,,,,,
Asparagaceae,Stellarioides,,,,,,,,,,,
Rosaceae,Stellariopsis,,,,,,,,,,,
Thymelaeaceae,Stellera,,,,,,,,,,,
Amaranthaceae,Stelligera,,,,,,,,,,,
Orchidaceae,Stellilabium,,,,,,,,,,,
Orobanchaceae,Stellularia,,,,,,,,,,,
Apocynaceae,Stelmacrypton,,,,,,,,,,,
Apocynaceae,Stelmagonum,,,,,,,,,,,
Asteraceae,Stemmacantha,,,,,,,,,,,
Apocynaceae,Stemmadenia,,,,,,,,,,,
Asteraceae,Stemmatella,,,,,,,,,,,
Loranthaceae,Stemmatophyllum,,,,,,,,,,,
Asteraceae,Stemmodontia,,,,,,,,,,,
Plantaginaceae,Stemodia,,,,,,,,,,,
Scrophulariaceae,Stemodiacra,,,,,,,,,,,
Scrophulariaceae,Stemodiopsis,,,,,,,,,,,
Stemonaceae,Stemona,,,,,,,,,,,
Acanthaceae,Stemonacanthus,,,,,,,,,,,
Fabaceae,Stemonocoleus,,,,,,,,,,,
Dipterocarpaceae,Stemonoporus,,,,,,,,,,,
Stemonuraceae,Stemonurus,,,,,,,,,,,
Ericaceae,Stemotis,,,,,,,,,,,
Calceolariaceae,Stemotria,,,,,,,,,,,
Asteraceae,Stenachaenium,,,,,,,,,,,
Asteraceae,Stenactis,,,,,,,,,,,
Acanthaceae,Stenandriopsis,,,,,,,,,,,
Acanthaceae,Stenandrium,,,,,,,,,,,
Annonaceae,Stenanona,,,,,,,,,,,
Rhamnaceae,Stenanthemum,,,,,,,,,,,
Annonaceae,Stenanthera,,,,,,,,,,,
Melanthiaceae,Stenanthium,,,,,,,,,,,
Rubiaceae,Stenaria,,,,,,,,,,,
Boraginaceae,Stenhammaria,,,,,,,,,,,
Orchidaceae,Stenia,,,,,,,,,,,
Cactaceae,Stenocactus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Stenocarpha,,,,,,,,,,,
Proteaceae,Stenocarpus,,,,,,,,,,,
Asteraceae,Stenocephalum,,,,,,,,,,,
Cactaceae,Stenocereus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Moraceae,Stenochasma,,,,,,,,,,,
Scrophulariaceae,Stenochilus,,,,,,,,,,,
Asteraceae,Stenocline,,,,,,,,,,,
Apiaceae,Stenocoelium,,,,,,,,,,,
Orchidaceae,Stenocoryne,,,,,,,,,,,
Apiaceae,Stenodiptera,,,,,,,,,,,
Melastomataceae,Stenodon,,,,,,,,,,,
Fabaceae,Stenodrepanum,,,,,,,,,,,
Gesneriaceae,Stenogastra,,,,,,,,,,,
Orchidaceae,Stenoglottis,,,,,,,,,,,
Polygonaceae,Stenogonum,,,,,,,,,,,
Lamiaceae,Stenogyne,,,,,,,,,,,
Bignoniaceae,Stenolobium,,,,,,,,,,,
Apocynaceae,Stenomeria,,,,,,,,,,,
Dioscoreaceae,Stenomeris,,,,,,,,,,,
Amaryllidaceae,Stenomesson,,,,,,,,,,,
Asteraceae,Stenopadus,,,,,,,,,,,
Brassicaceae,Stenopetalum,,,,,,,,,,,
Asteraceae,Stenophalium,,,,,,,,,,,
Brassicaceae,Stenophragma,,,,,,,,,,,
Asteraceae,Stenophyllum,,,,,,,,,,,
Cyperaceae,Stenophyllus,,,,,,,,,,,
Asteraceae,Stenops,,,,,,,,,,,
Orchidaceae,Stenoptera,,,,,,,,,,,
Orchidaceae,Stenorrhynchos,,,,,,,,,,,
Apiaceae,Stenosemis,,,,,,,,,,,
Rubiaceae,Stenosepala,,,,,,,,,,,
Asteraceae,Stenoseris,,,,,,,,,,,
Onagraceae,Stenosiphon,,,,,,,,,,,
Acanthaceae,Stenosiphonium,,,,,,,,,,,
Boraginaceae,Stenosolenium,,,,,,,,,,,
Araceae,Stenospermation,,,,,,,,,,,
Poaceae,Stenostachys,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Myrtaceae,Stenostegia,,,,,,,,,,,
Apocynaceae,Stenostelma,,,,,,,,,,,
Acanthaceae,Stenostephanus,,,,,,,,,,,
Rubiaceae,Stenostomum,,,,,,,,,,,
Apiaceae,Stenotaenia,,,,,,,,,,,
Restionaceae,Stenotalis,,,,,,,,,,,
Poaceae,Stenotaphrum,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Stenotheca,,,,,,,,,,,
Acanthaceae,Stenothyrsus,,,,,,,,,,,
Rubiaceae,Stenotis,,,,,,,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Stenotus,,,,,,,,,,,
Orchidaceae,Stenotyla,,,,,,,,,,,
Poaceae,Stephanachne,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
